record_id,redacted_data_json,is_pii
322,"{""phone"": ""XXXXXXXX01"", ""volte_enabled"": true}",True
323,"{""first_name"": ""RXXXX"", ""investment_portfolio"": ""balanced""}",True
324,"{""name"": ""SXXXXXXXXXXXXX"", ""address"": ""[REDACTED_PII]"", ""email"": ""srXXX@kingkhan.in""}",True
325,"{""argo_cd"": ""v2.4.0"", ""applications"": 15}",False
326,"{""passport"": ""[REDACTED_PII]"", ""fast_track_eligible"": true}",True
327,"{""last_name"": ""VXXXX"", ""social_media"": ""LinkedIn""}",True
328,"{""order_id"": ""ORD123456"", ""product_category"": ""Electronics"", ""status"": ""delivered""}",False
329,"{""transaction_id"": ""TXN789012"", ""payment_method"": ""credit_card"", ""amount"": 15000}",False
330,"{""product_sku"": ""SKU456789"", ""brand"": ""Samsung"", ""rating"": 4.5}",False
331,"{""campaign_id"": ""CAM123"", ""click_rate"": 0.045, ""conversion"": 0.12}",False
332,"{""session_id"": ""SESS456"", ""page_views"": 8, ""bounce_rate"": 0.25}",False
333,"{""warehouse_code"": ""WH001"", ""inventory_level"": 150, ""reorder_point"": 50}",False
334,"{""coupon_code"": ""SAVE20"", ""discount_percentage"": 20, ""usage_limit"": 1000}",False
335,"{""api_key"": ""API789"", ""requests_per_minute"": 500, ""quota_exceeded"": false}",False
336,"{""batch_id"": ""BATCH123"", ""processed_records"": 50000, ""error_count"": 12}",False
337,"{""log_entry"": ""INFO"", ""timestamp"": ""2024-01-20T10:30:00Z"", ""module"": ""payment_service""}",False
338,"{""metric_name"": ""rXXXXXXXXXXXX"", ""value"": 120, ""unit"": ""milliseconds""}",True
339,"{""feature_flag"": ""new_checkout"", ""enabled"": true, ""rollout_percentage"": 50}",False
340,"{""service_name"": ""uXXXXXXXXXXX"", ""version"": ""v2.1.0"", ""health_status"": ""healthy""}",True
341,"{""database_name"": ""pXXXXXX"", ""connection_pool"": 20, ""active_connections"": 15}",True
342,"{""queue_name"": ""oXXXXXXXXXXXXXXX"", ""message_count"": 245, ""consumers"": 3}",True
343,"{""cache_key"": ""user_profile_123"", ""ttl"": 3600, ""hit_ratio"": 0.85}",False
344,"{""deployment_id"": ""DEP456"", ""environment"": ""production"", ""rollback_available"": true}",False
345,"{""alert_id"": ""ALT789"", ""severity"": ""warning"", ""acknowledged"": false}",False
346,"{""backup_id"": ""BAK123"", ""size"": ""2.5GB"", ""verification"": ""passed""}",False
347,"{""test_suite"": ""integration_tests"", ""passed"": 145, ""failed"": 3}",False
348,"{""build_number"": ""BUILD789"", ""commit_hash"": ""abc123def"", ""deployment_time"": ""2024-01-20T14:25:00Z""}",False
349,"{""region"": ""ap-south-1"", ""availability_zone"": ""ap-south-1a"", ""instance_type"": ""t3.medium""}",False
350,"{""security_scan"": ""vulnerability_assessment"", ""high_risk"": 0, ""medium_risk"": 2}",False
351,"{""load_balancer"": ""ALB"", ""target_groups"": 2, ""healthy_targets"": 6}",False
352,"{""cdn_provider"": ""CloudFront"", ""cache_hit_ratio"": 0.92, ""origin_requests"": 1500}",False
353,"{""ssl_certificate"": ""wildcard"", ""issuer"": ""Let's Encrypt"", ""expiry"": ""2024-12-31""}",False
354,"{""monitoring_dashboard"": ""system_overview"", ""widgets"": 12, ""refresh_interval"": 30}",False
355,"{""compliance_check"": ""gdpr"", ""status"": ""compliant"", ""last_audit"": ""2024-01-01""}",False
356,"{""machine_learning_model"": ""recommendation_engine"", ""accuracy"": 0.89, ""training_data"": ""1M_samples""}",False
357,"{""data_pipeline"": ""[REDACTED_PII]"", ""source"": ""mongodb"", ""destination"": ""data_warehouse""}",True
358,"{""kubernetes_pod"": ""api-deployment-abc123"", ""cpu_usage"": ""65%"", ""memory_usage"": ""512MB""}",False
359,"{""docker_image"": ""app:v1.2.3"", ""size"": ""150MB"", ""layers"": 8}",False
360,"{""git_branch"": ""feature/new-ui"", ""commits_ahead"": 5, ""merge_conflicts"": false}",False
361,"{""network_interface"": ""eth0"", ""bytes_in"": 1048576, ""bytes_out"": 524288}",False
362,"{""file_system"": ""/dev/sda1"", ""total_space"": ""100GB"", ""free_space"": ""25GB""}",False
363,"{""process_id"": ""12345"", ""cpu_time"": ""2.5s"", ""memory_usage"": ""256MB""}",False
364,"{""thread_pool"": ""worker_threads"", ""active_threads"": 8, ""queue_size"": 15}",False
365,"{""garbage_collection"": ""G1GC"", ""pause_time"": ""10ms"", ""frequency"": ""every_30s""}",False
366,"{""connection_string"": ""postgresql://localhost:5432/app_db"", ""max_connections"": 100, ""current_connections"": 45}",False
367,"{""search_index"": ""products_v2"", ""document_count"": 1000000, ""size"": ""2.1GB""}",False
368,"{""message_broker"": ""RabbitMQ"", ""exchange_type"": ""topic"", ""routing_key"": ""order.created""}",False
369,"{""streaming_platform"": ""Apache Kafka"", ""partition_count"": 12, ""replication_factor"": 3}",False
370,"{""container_orchestrator"": ""Kubernetes"", ""namespace"": ""pXXXXXXXXX"", ""pod_count"": 25}",True
371,"{""microservice_architecture"": ""event_driven"", ""service_count"": 15, ""communication"": ""async""}",False
372,"{""api_gateway"": ""Kong"", ""rate_limiting"": ""1000_rpm"", ""authentication"": ""JWT""}",False
373,"{""service_mesh"": ""Istio"", ""sidecar_proxy"": ""Envoy"", ""mTLS_enabled"": true}",False
374,"{""observability_stack"": ""ELK"", ""log_retention"": ""30_days"", ""alert_rules"": 25}",False
375,"{""aadhar"": ""7890 XXXX XXXX 6781"", ""address_verification"": ""[REDACTED_PII]"", ""timestamp"": ""2024-01-20T09:15:00Z""}",True
376,"{""name"": ""AXXXXXXXXXXX"", ""email"": ""arXXX@film.in"", ""address"": ""[REDACTED_PII]""}",True
377,"{""phone"": ""XXXXXXXX10"", ""carrier_name"": ""AXXXXX"", ""plan_type"": ""postpaid""}",True
378,"{""upi_id"": ""usXXX@paytm"", ""linked_bank"": ""HDFC Bank"", ""kyc_status"": ""verified""}",True
379,"{""passport"": ""[REDACTED_PII]"", ""issue_place"": ""Mumbai"", ""validity"": ""10_years""}",True
380,"{""name"": ""SXXXXXXXXXX"", ""phone"": ""XXXXXXXX09"", ""email"": ""soXXX@personal.in"", ""device_type"": ""Android""}",True
381,"{""aadhar"": ""8901 XXXX XXXX 7890"", ""biometric_status"": ""locked"", ""unlock_required"": true}",True
382,"{""name"": ""VXXXXXXXXXXX"", ""address"": ""[REDACTED_PII]"", ""ip_address"": ""[REDACTED_PII]""}",True
383,"{""phone"": ""XXXXXXXX98"", ""international_code"": ""+91"", ""verified"": true}",True
384,"{""upi_id"": ""usXXX@okaxis"", ""transaction_pin"": ""set"", ""daily_limit"": 100000}",True
385,"{""passport"": ""[REDACTED_PII]"", ""photo_updated"": ""2024-01-15"", ""pages_left"": 32}",True
386,"{""name"": ""MXXXXXXXXXXX"", ""email"": ""meXXX@office.com"", ""department"": ""HR""}",True
387,"{""aadhar"": ""9012 XXXX XXXX 8901"", ""mobile_verification"": ""pending"", ""otp_sent"": true}",True
388,"{""name"": ""RXXXXXXXXXXX"", ""address"": ""[REDACTED_PII]"", ""phone"": ""XXXXXXXX67""}",True
389,"{""phone"": ""XXXXXXXX45"", ""sms_service"": ""enabled"", ""promotional_consent"": false}",True
390,"{""upi_id"": ""usXXX@ybl"", ""beneficiary_limit"": 20, ""recent_transaction"": ""2024-01-20""}",True
391,"{""passport"": ""[REDACTED_PII]"", ""emergency_contact_name"": ""Priya Shetty"", ""relationship"": ""[REDACTED_PII]""}",True
392,"{""name"": ""KXXXXXXXXXXXXX"", ""email"": ""kaXXX@actress.in"", ""ip_address"": ""[REDACTED_PII]""}",True
393,"{""aadhar"": ""0123 XXXX XXXX 9012"", ""demographic_auth"": ""success"", ""attempt_count"": 1}",True
394,"{""name"": ""AXXXXXXXXXX"", ""address"": ""[REDACTED_PII]"", ""email"": ""ajXXX@action.com""}",True
395,"{""phone"": ""XXXXXXXX01"", ""call_log_consent"": true, ""privacy_setting"": ""medium""}",True
396,"{""upi_id"": ""usXXX@icici"", ""merchant_payments"": 15, ""last_settlement"": ""2024-01-19""}",True
397,"{""passport"": ""[REDACTED_PII]"", ""visa_pages"": 8, ""endorsement_pages"": 2}",True
398,"{""name"": ""TXXXXXXXX"", ""phone"": ""XXXXXXXX89"", ""email"": ""taXXX@versatile.in""}",True
399,"{""aadhar"": ""1234 XXXX XXXX 0123"", ""bank_seeding"": ""completed"", ""subsidy_linked"": true}",True
400,"{""name"": ""NXXXXXXXXXXXXXXXXXX"", ""address"": ""[REDACTED_PII]"", ""ip_address"": ""[REDACTED_PII]""}",True
401,"{""phone"": ""XXXXXXXX56"", ""roaming_activated"": true, ""international_plan"": ""active""}",True
402,"{""upi_id"": ""usXXX@sbi"", ""family_account"": true, ""members_linked"": 4}",True
403,"{""passport"": ""[REDACTED_PII]"", ""chip_technology"": ""[REDACTED_PII]"", ""security_features"": ""enhanced""}",True
404,"{""name"": ""KXXXXXXXXXX"", ""email"": ""koXXX@independent.in"", ""device_id"": ""IPHONE789""}",True
405,"{""aadhar"": ""2345 XXXX XXXX 1234"", ""disability_flag"": false, ""senior_citizen"": false}",True
406,"{""name"": ""IXXXXXXXXXX"", ""address"": ""[REDACTED_PII]"", ""phone"": ""XXXXXXXX78""}",True
407,"{""phone"": ""XXXXXXXX34"", ""caller_tune"": ""enabled"", ""ringback_tone"": ""bollywood_classic""}",True
408,"{""upi_id"": ""usXXX@phonepe"", ""insurance_premium"": ""auto_debit"", ""policy_linked"": true}",True
409,"{""passport"": ""[REDACTED_PII]"", ""place_of_birth"": ""Mumbai"", ""spouse_name"": ""SXXXXXXXXXXXX""}",True
410,"{""name"": ""PXXXXXXXXXXXXXX"", ""email"": ""paXXX@character.in"", ""ip_address"": ""[REDACTED_PII]""}",True
411,"{""aadhar"": ""3456 XXXX XXXX 2345"", ""rural_address"": ""[REDACTED_PII]"", ""urban_classification"": true}",True
412,"{""name"": ""RXXXXXXXXXXX"", ""address"": ""[REDACTED_PII]"", ""email"": ""raXXX@bold.com""}",True
413,"{""phone"": ""XXXXXXXX12"", ""missed_call_alert"": true, ""call_waiting"": ""enabled""}",True
414,"{""upi_id"": ""usXXX@unionbank"", ""loan_emi"": ""auto_pay"", ""next_due"": ""2024-02-01""}",True
415,"{""passport"": ""[REDACTED_PII]"", ""frequent_traveler"": true, ""miles_accumulated"": 50000}",True
416,"{""name"": ""AXXXXXXXXXXXXXXXXX"", ""phone"": ""XXXXXXXX01"", ""email"": ""ayXXX@versatile.in""}",True
417,"{""aadhar"": ""4567 XXXX XXXX 3456"", ""health_id"": ""linked"", ""vaccination_status"": ""fully_vaccinated""}",True
418,"{""name"": ""BXXXXXXXXXXXXX"", ""address"": ""[REDACTED_PII]"", ""ip_address"": ""[REDACTED_PII]""}",True
419,"{""phone"": ""XXXXXXXX34"", ""network_type"": ""4G"", ""data_usage"": ""15GB_monthly""}",True
420,"{""upi_id"": ""usXXX@kotak"", ""savings_goal"": ""home_purchase"", ""target_amount"": 5000000}",True
421,"{""passport"": ""[REDACTED_PII]"", ""digital_copy"": ""available"", ""qr_code"": ""generated""}",True
422,"{""name"": ""RXXXXXXXXXXXX"", ""email"": ""raXXX@method.in"", ""device_type"": ""Samsung""}",True
423,"{""aadhar"": ""5678 XXXX XXXX 4567"", ""aadhaar_pay"": ""enabled"", ""micro_atm"": ""registered""}",True
424,"{""name"": ""KXXXXXXXXXX"", ""address"": ""[REDACTED_PII]"", ""phone"": ""XXXXXXXX45""}",True
425,"{""phone"": ""XXXXXXXX45"", ""backup_sim"": ""inactive"", ""primary_number"": true}",True
426,"{""upi_id"": ""usXXX@yesbank"", ""credit_score_check"": ""monthly"", ""current_score"": 785}",True
427,"{""passport"": ""[REDACTED_PII]"", ""biometric_data"": ""encrypted"", ""facial_recognition"": true}",True
428,"{""name"": ""KXXXXXXXXXXXX"", ""email"": ""kaXXX@comedy.in"", ""ip_address"": ""[REDACTED_PII]""}",True
429,"{""aadhar"": ""6789 XXXX XXXX 5678"", ""consent_manager"": ""registered"", ""data_sharing"": ""limited""}",True
430,"{""name"": ""AXXXXXXXXXXXX"", ""address"": ""[REDACTED_PII]"", ""email"": ""anXXX@gen_z.com""}",True
431,"{""phone"": ""XXXXXXXX56"", ""video_calling"": true, ""screen_sharing"": ""enabled""}",True
432,"{""upi_id"": ""usXXX@hdfcbank"", ""student_account"": true, ""education_loan"": ""linked""}",True
433,"{""passport"": ""[REDACTED_PII]"", ""minor_passport"": ""[REDACTED_PII]"", ""guardian_details"": ""not_applicable""}",True
434,"{""name"": ""TXXXXXXXXXXX"", ""phone"": ""XXXXXXXX67"", ""email"": ""tiXXX@action.in""}",True
435,"{""aadhar"": ""7890 XXXX XXXX 6789"", ""fitness_tracker"": ""linked"", ""health_records"": ""digital""}",True
436,"{""name"": ""DXXXXXXXXXXX"", ""address"": ""[REDACTED_PII]"", ""ip_address"": ""[REDACTED_PII]""}",True
437,"{""phone"": ""XXXXXXXX78"", ""ai_assistant"": ""enabled"", ""voice_recognition"": true}",True
438,"{""upi_id"": ""usXXX@axis"", ""fashion_expenses"": ""tracked"", ""budget_alert"": true}",True
439,"{""passport"": ""[REDACTED_PII]"", ""travel_insurance"": ""comprehensive"", ""coverage"": ""worldwide""}",True
440,"{""name"": ""VXXXXXXXXXXXX"", ""email"": ""viXXX@intense.in"", ""device_id"": ""ONEPLUS123""}",True
441,"{""aadhar"": ""8901 XXXX XXXX 7890"", ""military_service"": ""eligible"", ""ncc_certificate"": true}",True
442,"{""name"": ""KXXXXXXXXXXX"", ""address"": ""[REDACTED_PII]"", ""phone"": ""XXXXXXXX90""}",True
443,"{""phone"": ""XXXXXXXX90"", ""conference_call"": ""premium"", ""participants_limit"": ""[REDACTED_PII]""}",True
444,"{""upi_id"": ""usXXX@indianbank"", ""jewelry_insurance"": ""active"", ""premium"": ""monthly""}",True
445,"{""passport"": ""[REDACTED_PII]"", ""diplomatic_immunity"": ""[REDACTED_PII]"", ""official_travel"": ""business""}",True
446,"{""name"": ""SXXXXXXXXXXXXXXXX"", ""email"": ""siXXX@romantic.in"", ""ip_address"": ""[REDACTED_PII]""}",True
447,"{""aadhar"": ""9012 XXXX XXXX 8901"", ""property_registration"": ""linked"", ""stamp_duty"": ""paid""}",True
448,"{""name"": ""SXXXXXXXXXXXXXX"", ""address"": ""[REDACTED_PII]"", ""email"": ""shXXX@melodious.com""}",True
449,"{""phone"": ""XXXXXXXX12"", ""music_streaming"": ""premium"", ""offline_downloads"": 500}",True
450,"{""upi_id"": ""usXXX@pnb"", ""concert_tickets"": ""auto_book"", ""artist_alerts"": true}",True
451,"{""passport"": ""[REDACTED_PII]"", ""artist_visa"": ""multi_entry"", ""performance_permit"": true}",True
452,"{""name"": ""VXXXXXXXXXXX"", ""phone"": ""XXXXXXXX12"", ""email"": ""vaXXX@comedy.in""}",True
453,"{""aadhar"": ""0123 XXXX XXXX 9012"", ""comedy_club"": ""member"", ""performance_rights"": ""registered""}",True
454,"{""name"": ""JXXXXXXXXXXXX"", ""address"": ""[REDACTED_PII]"", ""ip_address"": ""[REDACTED_PII]""}",True
455,"{""phone"": ""XXXXXXXX23"", ""fashion_alerts"": true, ""brand_notifications"": ""selective""}",True
456,"{""upi_id"": ""usXXX@canara"", ""designer_payments"": ""frequent"", ""luxury_limit"": 1000000}",True
457,"{""passport"": ""[REDACTED_PII]"", ""fashion_week"": ""participant"", ""designer_collaboration"": true}",True
458,"{""name"": ""AXXXXXXXXXX"", ""email"": ""arXXX@intense.in"", ""device_type"": ""OnePlus""}",True
459,"{""aadhar"": ""1234 XXXX XXXX 0123"", ""medical_college"": ""alumni"", ""practicing_license"": ""valid""}",True
460,"{""name"": ""RXXXXXXXXXXXXXXXX"", ""address"": ""[REDACTED_PII]"", ""phone"": ""XXXXXXXX34""}",True
461,"{""phone"": ""XXXXXXXX56"", ""regional_content"": ""Telugu"", ""dubbing_preference"": ""original""}",True
462,"{""upi_id"": ""usXXX@sbi"", ""south_cinema"": ""promotions"", ""fan_engagement"": ""high""}",True
463,"{""passport"": ""[REDACTED_PII]"", ""regional_cinema"": ""ambassador"", ""cultural_exchange"": true}",True
464,"{""name"": ""AXXXXXXXXX"", ""email"": ""alXXX@stylish.in"", ""ip_address"": ""[REDACTED_PII]""}",True
465,"{""aadhar"": ""2345 XXXX XXXX 1234"", ""dance_academy"": ""owner"", ""choreography_rights"": ""exclusive""}",True
466,"{""name"": ""SXXXXXXXXXXXXXXXX"", ""address"": ""[REDACTED_PII]"", ""email"": ""saXXX@versatile.in""}",True
467,"{""phone"": ""XXXXXXXX67"", ""charity_work"": ""active"", ""foundation_calls"": ""priority""}",True
468,"{""upi_id"": ""usXXX@hdfc"", ""donation_auto"": ""monthly"", ""cause"": ""women_empowerment""}",True
469,"{""passport"": ""[REDACTED_PII]"", ""humanitarian_visa"": ""active"", ""ngo_collaboration"": true}",True
470,"{""name"": ""RXXXXXXXXX"", ""phone"": ""XXXXXXXX90"", ""email"": ""raXXX@megastar.in""}",True
471,"{""aadhar"": ""3456 XXXX XXXX 2345"", ""horse_racing"": ""license"", ""stable_owner"": true}",True
472,"{""name"": ""JXXXXX"", ""address"": ""[REDACTED_PII]"", ""ip_address"": ""[REDACTED_PII]""}",True
473,"{""phone"": ""XXXXXXXX01"", ""political_updates"": ""subscribed"", ""rally_notifications"": true}",True
474,"{""upi_id"": ""usXXX@andhra"", ""political_donations"": ""transparent"", ""party_fund"": ""contributor""}",True
475,"{""passport"": ""[REDACTED_PII]"", ""political_visa"": ""diplomatic"", ""state_visits"": ""official""}",True
476,"{""name"": ""MXXXXXXXXXX"", ""email"": ""maXXX@superstar.in"", ""device_id"": ""PRINCE123""}",True
477,"{""aadhar"": ""4567 XXXX XXXX 3456"", ""production_house"": ""owner"", ""film_financing"": ""independent""}",True
478,"{""name"": ""PXXXXXXXXXXX"", ""address"": ""[REDACTED_PII]"", ""phone"": ""XXXXXXXX12""}",True
479,"{""phone"": ""XXXXXXXX34"", ""pan_india"": ""stardom"", ""multilingual_alerts"": true}",True
480,"{""upi_id"": ""usXXX@federal"", ""movie_budget"": ""international"", ""currency"": ""multi""}",True
481,"{""passport"": ""[REDACTED_PII]"", ""international_filming"": ""permitted"", ""visa_facilitation"": true}",True
482,"{""name"": ""RXXXXXXXXXXXXX"", ""email"": ""raXXX@versatile.in"", ""ip_address"": ""[REDACTED_PII]""}",True
483,"{""aadhar"": ""5678 XXXX XXXX 4567"", ""visual_effects"": ""studio_owner"", ""technology_innovator"": true}",True
484,"{""name"": ""AXXXXXXXXXXXXX"", ""address"": ""[REDACTED_PII]"", ""email"": ""anXXX@baahubali.in""}",True
485,"{""phone"": ""XXXXXXXX23"", ""fitness_regime"": ""strict"", ""trainer_calls"": ""daily""}",True
486,"{""upi_id"": ""usXXX@karnataka"", ""fitness_equipment"": ""[REDACTED_PII]"", ""health_monitoring"": ""advanced""}",True
487,"{""passport"": ""[REDACTED_PII]"", ""fitness_travel"": ""wellness"", ""spa_treatments"": ""international""}",True
488,"{""name"": ""TXXXXXXXXXXXXXXX"", ""phone"": ""XXXXXXXX45"", ""email"": ""taXXX@glamorous.in""}",True
489,"{""aadhar"": ""6789 XXXX XXXX 5678"", ""brand_ambassador"": ""multiple"", ""endorsement_value"": ""premium""}",True
490,"{""name"": ""KXXXXXXXXXXXXX"", ""address"": ""[REDACTED_PII]"", ""ip_address"": ""[REDACTED_PII]""}",True
491,"{""phone"": ""XXXXXXXX89"", ""punjabi_connection"": ""cultural"", ""regional_films"": ""multilingual""}",True
492,"{""upi_id"": ""usXXX@punjab"", ""cultural_events"": ""sponsor"", ""heritage_preservation"": ""donor""}",True
493,"{""passport"": ""[REDACTED_PII]"", ""cultural_ambassador"": ""official"", ""international_events"": ""participant""}",True
494,"{""name"": ""RXXXXXXXXXXXXXXXX"", ""email"": ""raXXX@fitness.in"", ""device_type"": ""iPhone_Pro""}",True
495,"{""aadhar"": ""7890 XXXX XXXX 6789"", ""fitness_influencer"": ""certified"", ""wellness_brand"": ""founder""}",True
496,"{""name"": ""PXXXXXXXXXX"", ""address"": ""[REDACTED_PII]"", ""phone"": ""XXXXXXXX90""}",True
497,"{""phone"": ""XXXXXXXX56"", ""dance_choreography"": ""skilled"", ""performance_rights"": ""exclusive""}",True
498,"{""upi_id"": ""usXXX@maharashtra"", ""dance_academy"": ""investment"", ""cultural_promotion"": ""active""}",True
499,"{""passport"": ""[REDACTED_PII]"", ""dance_festivals"": ""judge"", ""international_recognition"": true}",True
500,"{""name"": ""RXXXXXXXXXXXXXXX"", ""email"": ""reXXX@multilingual.in"", ""ip_address"": ""[REDACTED_PII]""}",True
